,label,text
2079,Dimorphic Hemorrhoids,"I've been experiencing mild itching and burning sensations in my anal area for the past few weeks, which seems to worsen after prolonged periods of sitting or standing. Yesterday, however, I noticed some fresh blood staining my underwear, accompanied by increased discomfort and tenderness, especially when wiping or passing stool, which has left me feeling anxious and frustrated."
2080,Arthritis,"Doc, I've been waking up with stiffness in my joints, especially in my hands and knees, for the past few weeks. Lately, even simple tasks like gripping my coffee cup or climbing the stairs have become a struggle, and I've been experiencing sharp pains in my wrists and ankles that seem to come and go, but are always worse in the morning."
2081,Acne,"I'm extremely self-conscious about this breakout that just occurred today. It seems to worsen intermittently. I experience instances where my back breaks out in bulging, inflamed spots that feel extremely heated inside. I have a constant craving for carbohydrates, and there's no guarantee it will get better. Over the past week, I've noticed all sorts of blemishes appearing, mainly on my neck, which has distinct lesions on the left side. My skin seems to be changing; sometimes the breakouts are small, while other times they are large and more prominent. These issues have not shown up on my skin before this month, and I feel like I'm dealing with something entirely new."
2082,Bronchial Asthma,"I've been having this awful cough for weeks now, especially at night.  It feels like my chest is constantly tightening and I'm struggling to catch my breath."
2083,Hypertension,"Doc, I've been noticing that I've been getting really fatigued lately, even after just a few hours of sleep. Over the past few weeks, my head has been pounding almost constantly, especially after I exert myself, and I've also noticed that my blood pressure has been consistently running higher than normal, even when I'm just sitting still, like during the commute to work."
2084,Migraine,"I've been experiencing recurring episodes of severe, throbbing headaches, usually on one side of my head, that have lasted for days and weeks. Along with this, I've noticed an increased sensitivity to light, sound, and even smells, making it difficult for me to carry out daily activities."
2085,Cervical spondylosis,"Doc,  my neck has been stiff and tight lately, especially in the mornings, and sometimes it shoots pain down my arm. It feels like a pinched nerve, and lately it's been making it hard to turn my head all the way."
2086,Jaundice,"I've noticed a peculiar yellowing of my eyes and skin over the past few days, and it seems to be getting more pronounced. Additionally, I've had unusually dark urine and pale stools for about a week now, which I find quite concerning."
2087,Malaria,"As a patient, I have been experiencing recurring fevers and chills for the past few weeks, some of which have been severe enough to soak my clothes in sweat. Additionally, I have noticed a significant decrease in my energy levels, accompanied by headaches and body aches, which I initially attributed to stress, but now suspect could be related to malaria."
2088,urinary tract infection,"I've been experiencing a gradual increase in frequency and urgency to urinate over the past few weeks, to the point where I've been waking up 2-3 times a night to use the bathroom and feeling like I constantly need to go, even after drinking only a small amount of fluid. Lately, I've also noticed that my urine has become cloudy and tinged with a reddish hue, accompanied by a stinging or burning sensation while urinating that's become more pronounced over the past week or so."
2089,allergy,"My eyes blur intermittently, causing temporary blindness that worsens with even minor exertion. My chest tightens and constricts periodically, leaving me gasping for air and feeling a surge of panic."
2090,gastroesophageal reflux disease,"Doc, I've been having this recurring discomfort in my chest and throat for the past two months, it's like a burning sensation that starts behind my breastbone and rises up into my neck, especially after meals or when I lie down at night, and sometimes it's accompanied by a sour taste in my mouth. Just this morning, I woke up with a weird cough and a lump in my throat, like something was stuck there, and I had to clear my throat a few times before I could even swallow properly."
2091,drug reaction,"I've been experiencing this annoying, itchy rash on my torso and arms for the past few weeks, which seemed to coincide with starting my new medication, and just recently I've noticed my eyes have been getting really swollen and watery, especially in the morning. Alongside that, I've been feeling extremely fatigued and dizzy, especially after taking my evening dose, which is really worrying me because it's affecting my daily routine and overall well-being."
2092,peptic ulcer disease,"I've been having these awful, burning pains in my stomach for weeks now, especially after meals.  Lately, I've also noticed a burning sensation going up into my chest, and I just feel generally bloated and nauseous."
2093,diabetes,"Doc, I've been noticing that I've been waking up multiple times a night to use the bathroom for the past few weeks, and just today I felt extremely thirsty and fatigued after a normal morning walk, which is unusual for me. Over the past few months, I've also been experiencing blurred vision while reading and a tingling sensation in my feet, especially after sitting for long periods."
2094,Psoriasis,"I've developed red, patchy areas covered with silvery scales, particularly on my elbows, knees, and scalp. It's not painful, but it's incredibly itchy and uncomfortable."
2095,Varicose Veins,"Doc, I'm concerned because I've noticed three months ago, this dull, aching pain in my legs, especially after I've been standing for long periods, which I initially thought was just exhaustion, but now it's more like a heavy, leaden feeling that's been getting worse with time. Lately, I've also started noticing these annoying, twisted, blue veins bulging through my skin on my calves, sometimes accompanied by itchy bumps, which are definitely new for me."
2096,Typhoid,"Doc, for the past few weeks, I've been feeling utterly exhausted and weak, like I've been running a marathon every day, and lately, I've noticed I've had a constant fever that seems to come and go, but the headache and body aches have been persistent, making it hard for me to even get out of bed in the morning. Just today, I developed this weird abdominal cramp that's been bothering me, and I've been having these really loose stools that seem to be getting worse by the day."
2097,Chicken pox,"I have been experiencing an itchy, persistent rash for the past week, which has now developed into tiny, fluid-filled blisters all over my body. I have also been feeling generally unwell, with mild fever, fatigue, and loss of appetite."
2098,Impetigo,"I've had this itchy, crusty rash on my face and arms for weeks, which started as small, red bumps that gradually spread and formed yellowish scabs, and lately, I've been waking up with new sores every morning, especially around my nose and mouth. My skin feels perpetually inflamed and tender, and I've been experiencing a burning sensation whenever I accidentally scratch or touch the affected areas."
2099,Fungal infection,"An overwhelming sensation of weight and tingling in my limbs, as if a thick blanket of numbness had settled over my body. The persistent cough that accompanies every inhale, leaving a lingering ache in my chest."
2100,Common Cold,"My throat feels like sandpaper, constantly coated in dryness despite my desperate gulps of cool air. Each inhale rasps like sandpaper on bone, and my head feels like a drum with every heartbeat."
2101,Pneumonia,"Doctor, I've had this persistent cough for weeks now, and it just won't go away.  It's gotten worse lately, and I'm also feeling really short of breath, especially when I climb stairs."
2102,Dimorphic Hemorrhoids,"I've been experiencing occasional bright red blood in my stool for the past few weeks, which has been accompanied by a throbbing pain around my anus, especially after bowel movements, and lately, I've also noticed a soft, lump-like protrusion that's tender to the touch. Sometimes, I feel like I need to strain during bowel movements, which makes the pain and discomfort worse, and I've even had some anal itching and discharge, especially at night."
2103,Arthritis,"Doctor, I've been experiencing this nagging stiffness in my hands, especially in the morning, which takes me about 30 minutes to shake off, and sometimes my knees ache after a long walk, like the one I took last weekend, which left me feeling like I needed to rest for hours. Lately, I've also noticed that my fingers have been swelling up, especially after doing chores, and even simple tasks like opening jars or gripping utensils have become a struggle, making me feel like I'm losing my grip on daily life."
2104,Acne,"I've been noticing these annoying red bumps on my forehead and nose for weeks now, some of them are really painful and have turned into pus-filled whiteheads, while others are just small, stubborn blackheads that won't go away no matter how much I exfoliate. Lately, I've been getting one or two new breakouts every few days, and they seem to be leaving behind these ugly dark spots that take forever to fade."
2105,Bronchial Asthma,"For the past few weeks, I've been waking up in the middle of the night with this tight, squeezing sensation in my chest that makes me feel like I'm suffocating, and even during the day, I've been getting these sudden, uncontrollable coughing fits that leave me gasping for air. Lately, even simple activities like climbing the stairs or taking a brisk walk have been leaving me winded and wheezing, which is really freaking me out."
2106,Hypertension,"My head pounds like a relentless drummer, echoing in my ears, a constant percussion mimicking the erratic rhythm of my own heartbeat. Sleep feels like a distant luxury, replaced by an overwhelming sense of fatigue that drains all energy from my limbs."
2107,Migraine,"I've been experiencing these debilitating episodes for months now, where I wake up with a searing pain on one side of my head, which radiates down to my neck and shoulders, accompanied by intense sensitivity to light and sound that makes everyday tasks feel like torture. Lately, I've also been getting these aura symptoms before the headache hits, where I see zigzag patterns and flashes of light, and my hands and feet feel numb and tingling, making it hard for me to walk or even lift a cup without feeling like I'm going to collapse."
2108,Cervical spondylosis,"My neck feels like a rusty gate, creaking and groaning with every movement. The pain shoots down my spine, locking me into a slump, unable to lift my head without a tremor."
2109,Jaundice,"For weeks, a persistent yellow tinge has painted my eyes, a disturbing mask over the vibrant hues of the world. My skin too, feels like a foreign landscape, with a sickly pallor under the surface like decaying leaves after a storm."
2110,Malaria,"Doc, I've been experiencing recurring episodes of high fever that come and go over the past month, sometimes accompanied by chills and sweating, and for the past week, I've had this awful headache that just won't subside, making it hard for me to concentrate on anything. The fatigue is so severe that even simple tasks like taking a walk leave me exhausted, and I've also noticed these weird flu-like symptoms like muscle aches and nausea that seem to worsen at night."
2111,urinary tract infection,"constant urge to urinate, burning sensation during urination, back pain, fatigue"
2112,allergy,"Doc, I've been getting these annoying itchy patches on my arms and legs for weeks, which seem to get worse after I eat certain foods or take a shower, and lately, my eyes have been watering nonstop, especially when I'm outdoors or around pets. Just yesterday, I woke up with a scratchy throat and a constant sniffle, like I'm coming down with a cold, but it's been on and off for months, and I just can't shake it off."
2113,gastroesophageal reflux disease,"Lately, I've been experiencing this burning sensation in my chest and throat, especially at night or after eating heavy meals, which wakes me up and makes it hard to fall back asleep; sometimes I also feel like food is stuck in my throat or that I'm regurgitating what I ate hours ago, and it's been going on for weeks now, getting worse over time."
2114,drug reaction,"A persistent tingling sensation throughout my limbs has escalated over the past month, accompanied by an overwhelming fatigue that leaves me perpetually exhausted. The sensation feels like pins and needles, gradually intensifying with even mild physical exertion."
2115,peptic ulcer disease,"As a patient with peptic ulcer disease, I have been experiencing persistent burning abdominal pain on and off for the past few weeks, which seems to worsen at night and is sometimes temporarily relieved by antacids. Additionally, I have noticed episodes of nausea and vomiting, especially after consuming meals, and have recently lost some weight without any apparent reason."
2116,diabetes,"My appetite has waned significantly over the past few months, despite having cravings for sugary foods. My usual energy levels have dwindled, leaving me feeling exhausted and unable to keep up with even basic tasks."
2117,Psoriasis,"Recently, I've started noticing these annoying, scaly patches on my elbows and knees that have been bothering me for the past few months. Today, I woke up to a particularly severe outbreak on my scalp, with flakes of skin literally falling off, making me feel self-conscious about going out in public, and I'm worried it might be getting out of control."
2118,Varicose Veins,"My legs feel like heavy, swollen sausages, constricting my every step. A constant ache pulsates beneath the skin, reminding me of an invisible drummer keeping time with my every heartbeat."
2119,Typhoid,"I've been feeling utterly exhausted for weeks, with a fever that comes and goes, but lately, it's been constant for the past few days, accompanied by a dull headache and body aches that make me feel like I've been hit by a truck. I've also had recurring episodes of diarrhea and abdominal pain, which started a month ago as occasional cramps but have lately become persistent and severe."
2120,Chicken pox,"I've been experiencing a gradual onset of fatigue and malaise over the past few weeks, with occasional fevers that break on their own, but it wasn't until today that I woke up with a rash that started as small, itchy bumps on my trunk and face, which have since spread to my arms, legs, and neck."
2121,Impetigo,"I've had these annoying, itchy bumps on my face and arms for a few weeks now, which have gradually turned into painful, oozing sores with yellowish crusts, making it hard for me to sleep or concentrate on my daily activities. Lately, I've also noticed that the sores are spreading rapidly, and I've developed some new ones near my mouth and nose, which are really embarrassing and causing me a lot of distress."
2122,Dengue,"I've been feeling utterly exhausted for weeks, but in the past few days, I've had this intense, debilitating joint pain that's made it impossible to move without wincing, and I've also been experiencing recurring episodes of high fever that come and go, leaving me drenched in sweat and feeling like I've been hit by a truck. On top of that, I've had this persistent, gnawing headache that's been with me for days, and I've noticed some strange rashes on my arms and legs that seem to be getting worse by the hour."
2123,Fungal infection,"Doc, I've been experiencing this itchy, cracked skin on my feet for about 3 weeks now, and it's only getting worse - it's like the skin is dry and crumbly, especially between my toes. And just last night, I noticed this weird, pus-like discharge coming out of one of the cracks on my foot, which is honestly freaking me out."
2124,Common Cold,"Doc, I'm feeling absolutely wiped out - I've been dealing with a persistent cough that's been getting progressively worse over the past three weeks, especially in the mornings, with a lingering sore throat that feels like it's been throbbing nonstop for as long as I can remember. To make matters worse, I've also been experiencing these awful, itchy, watery eyes and sinus pressure that's got me feeling like my head is stuck in a vice, but I guess the worst part is the exhaustion - I've been feeling like I've been running on fumes for months now, despite getting my usual 8 hours of sleep each night."
2125,Pneumonia,"I've been feeling exhausted for weeks, with a nagging cough that's been getting worse over the past few days, but what's really got me concerned is the sharp pain in my chest that comes and goes, sometimes making it hard to take a deep breath - it's like someone's squeezing my lungs. Lately, I've also been experiencing waves of fever, sweating, and chills, especially at night, which leaves me feeling drained and worried that something is seriously wrong."
2126,Dimorphic Hemorrhoids,"My anal canal feels like a stretched-out vein about to burst, especially after a bowel movement. The pain is constant, throbbing, and feels like a tight band squeezing my rectum."
2127,Arthritis,"Doctor, over the past few weeks, I've been waking up with excruciating stiffness in my hands and knees, which takes a good 30 minutes to an hour to loosen up after a warm shower, and lately, even simple tasks like buttoning my shirt or opening jars have become a struggle. Sometimes, after a long day, my joints feel like they're on fire, and I've noticed subtle swelling in my fingers and toes that wasn't there before, which is really affecting my daily routine."
2128,Acne,"Persistent breakouts on face for months after switching to a new cleanser, becoming redder and more painful, concern about leaving scars."
2129,Bronchial Asthma,"Doctor, I've been noticing that for the past 2 months, my chest feels tight like someone is squeezing it, especially after I exercise or come inside from being outdoors. Sometimes, especially at night, I wake up with a dry, hacking cough that makes my throat feel like it's on fire, and I've been making frequent trips to the bathroom to cough up tiny, wet mucus - it's infuriating and I'm worried I'm doing some permanent damage."
2130,Hypertension,"I'm experiencing a dull, throbbing headache that started this morning and worsened throughout the day, accompanied by a slight dizziness when standing up quickly. Over the past couple of months, I've also noticed my heart beating faster than usual, especially after physical activities like taking a brisk walk or exercising, and I've been getting these sharp pains in my left arm that radiate to my elbow when I wake up in the morning."
2131,Migraine,"Doc, for the past few weeks, I've been experiencing this excruciating, throbbing pain on the left side of my head that can last anywhere from a few hours to a whole day, and it's been triggering sensitivity to light and sound, making it impossible for me to focus on anything. Lately, I've also been noticing that I get these weird, wavy lines in my vision about 30 minutes before the pain kicks in, and sometimes I feel a strange, tingling sensation in my fingers and toes that spreads up my arm and leg."
2132,Cervical spondylosis,"I've been having neck and arm pain on my left side that's been persistent for months now, starting as a dull ache and increasing in severity, but just this past week, it's also caused some tingling in my thumb and a stabbing sensation whenever I rotate my neck sharply; yesterday morning, it got bad enough that I struggled to tie my shoes."
2133,Jaundice,"I've been noticing a steady yellowing of the whites of my eyes and skin over the past few weeks, which has been getting more pronounced, especially after I had a few episodes of pale-colored stools; just the other day, I woke up with a severe itching sensation all over my body, which has been driving me crazy, and I've also been feeling really fatigued and lethargic, like I'm running out of energy even after a full night's sleep."
2134,Malaria,"For the past few weeks, I've been experiencing recurring waves of fever and chills that seem to come and go, leaving me feeling exhausted and drained, but lately, the episodes have become more frequent and intense, with this oppressive fatigue that's been lingering even after the fever subsides. Lately, I've also noticed my joints ache all over, especially in my back and arms, and I've had this unsettling feeling of nausea that's been lingering in the background, making it hard for me to eat or even think straight."
2135,urinary tract infection,"I've been having this nagging pain when I urinate, and lately, it feels like I have to go all the time even when my bladder isn't full. I'm also noticing some blood in my urine."
2136,allergy,"Doc, I've been experiencing persistent itchiness and swelling in my eyes for the past month, especially when I'm outdoors or around animals, but over the past week, I've also started noticing a sudden onset of chest tightness and shortness of breath whenever I eat certain foods, like nuts or shellfish, which has been really scaring me because I never had these symptoms before."
2137,gastroesophageal reflux disease,"Doc, I've been waking up with this nagging chest pain and a sour taste in my mouth almost every morning for the past few weeks, and it seems to get worse after I eat rich or spicy foods. Lately, I've also noticed that I've had difficulty swallowing and felt like food is getting stuck in my chest, especially after eating a big meal or lying down after dinner."
2138,drug reaction,"My muscles feel like lead weights, dragging me down with persistent fatigue and aching. My skin feels like its on fire, erupting in a torrential rash that brings painful goosebumps to my skin."
2139,peptic ulcer disease,"for the past few weeks I've been experiencing this gnawing pain in my stomach, especially after I eat. And lately, I've been waking up in the middle of the night feeling nauseous and like I need to throw up."
2140,diabetes,"As someone with diabetes, I've been noticing unusual thirst and increased urination for the past few weeks, leading me to consume more liquids and visit the restroom more frequently, even during the night. It's been affecting my sleep and overall quality of life."
2141,Psoriasis,"I've been experiencing these scaly, red patches on my scalp and elbows for months now, especially after showers when I notice they get even itchier and more inflamed, and it's been getting worse over time. Lately, I've also noticed my nails have developed a yellowish tint and I've had recurring joint pain in my fingers, making it hard for me to grip things, which I'm worried might be connected to this skin issue."
2142,Varicose Veins,"Doc, for the past few months, I've been noticing these achy, swollen veins in my calves that seem to throb more after a long day of standing, and just this morning, I woke up to a bruise on my ankle that didn't seem to be healing as quickly as usual; also, occasionally, I get this weird, itchy sensation on the surface of my skin, especially after taking a hot shower, it's like my skin is on fire for a few seconds."
2143,Typhoid,"Doc, I've been feeling really rundown for weeks now - I've had recurring fevers that spike at night, leaving me drenched in sweat, and this nagging abdominal pain that's been on and off for months, which has lately intensified to the point where I can barely eat anything without feeling nauseous. Just in the past few days, I've started noticing this weird rash on my chest and arms, and honestly, I've been feeling so exhausted that even getting out of bed feels like a monumental task."
2144,Chicken pox,"Doc, I've been feeling a bit under the weather for weeks now, with persistent fatigue and mild headaches. The past 3 days have been a nightmare though - my itchy skin is driving me crazy, and I've developed a rash on my torso, arms, and legs that just won't seem to flatten out, leaving behind crusted red spots."
2145,Impetigo,"I've been dealing with these annoying sores on my face for weeks now - they started as small, red bumps on my forehead and chin, but over time they've gotten bigger, crusting over, and oozing a yellowish discharge, which is super uncomfortable and embarrassing. Lately, I've also been experiencing itching and burning sensations around the affected areas, especially when I try to scratch them, which only makes things worse, and I'm worried that it's not just a normal skin issue, but something more serious."
2146,Fungal infection,"Doctor, for the past few weeks I've had this persistent itch between my toes that just won't go away. I've noticed some redness and scaling, and there seems to be a white, powdery stuff there too."
2147,Common Cold,"For the past week, I've been feeling miserable with a constant tickle in the back of my throat that makes me cough up phlegm, especially at night, and now my sinuses are throbbing with pressure, making my face feel heavy and congested. Over the past few days, I've noticed a steady stream of clear, watery nasal discharge that's been getting worse, and I'm just so exhausted all the time, like I've been running on empty."
2148,Pneumonia,"persistent cough for weeks, phlegm that's tinged green, chest hurts when breathing deeply, feeling exhausted all the time"
2149,Dimorphic Hemorrhoids,"Doc, I've been struggling with recurring discomfort and itching around my anus for months, particularly after bowel movements, and lately, I've noticed bright red blood streaks on the toilet paper and in the toilet bowl, making me worried and anxious about what's going on. Sometimes, I feel a lump or swelling around my rectum, especially after straining during a bowel movement, and it's become so painful that I'm hesitant to go to the bathroom, fearing it will only get worse."
2150,Arthritis,"My hands have been aching lately, especially when I wake up in the morning. It's hard to get a good grip on things, and even simple tasks like opening jars feel impossible some days."
2151,Acne,"My skin has been so inflamed and oily lately, especially along my jawline and forehead, with these persistent red bumps showing up wherever I look. I've tried some over-the-counter creams, but nothing seems to help, and I'm worried some of the spots are actually painful and getting bigger."
2152,Bronchial Asthma,"shortness of breath, intermittent coughing fits, chest tightness, easily winded after mild physical exertion, difficulty carrying out daily activities, feeling breathless or tired"
2153,Hypertension,"Doc, I've been feeling like I've had a persistent band of pressure around my head for the past few weeks, and just today I noticed that even simple tasks like carrying groceries up the stairs left me feeling winded and lightheaded, which is really unusual for me."
2154,Migraine,"For the past few weeks, I've been experiencing these occasional, blindingly bright flashes of light that seem to come out of nowhere, but it wasn't until today that I developed an excruciating tension headache on the right side of my forehead, accompanied by a sense of pressure and throbbing that makes my eyes feel like they're going to burst out of my socket."
2155,Cervical spondylosis,"I've been experiencing a nagging stiffness in my neck for months now, which worsens when I tilt my head to the side or look down, and lately, I've been getting sharp shooting pains that radiate down my left arm, making it hard for me to even hold a pen. Sometimes, I feel like my neck is 'locked' and I need to crack it to relieve the tension, but even that doesn't seem to help anymore."
2156,Jaundice,"Doc, I've been feeling really off for a few weeks now, but at first, I just brushed it off as exhaustion from work - I'd been noticing yellow discoloration on the whites of my eyes and skin, which initially wasn't too bothersome, but lately, I've been experiencing bloating and discomfort after eating, and vivid dreams that have made waking up feel groggy and achy, like my muscles are heavy."
2157,Malaria,"A persistent low-grade fever won't break, despite adequate rest and hydration. Chills and sweats accompany the heat, leaving me shivering uncontrollably despite the soaring temperatures."
2158,urinary tract infection,"I have a persistent and uncomfortable urge to urinate but only pass a small amount each time. I've noticed a burning sensation during urination and a faint, unpleasant odor. I've also felt constant discomfort in my lower abdomen and mild fever."
2159,allergy,"My throat feels like sandpaper, sandpaper coated in seaweed, and my eyes sting with the sensation of constant windblown sand. Each inhale traps me in a fog of fatigue, and each exhale brings a symphony of coughing and wheezing. This has been a constant companion for weeks, a dull ache underlying every waking moment."
2160,gastroesophageal reflux disease,"Doc, I've been feeling absolutely awful for the past 3 months, with a dull burning sensation in my chest that seems to creep up on me out of nowhere, especially after eating spicy Thai food or rich pasta dishes - it's like acid is burning a hole in my esophagus. Lately, I've also been waking up in the middle of the night with this terrible heartburn, and occasionally, I'll feel a sour taste in my mouth and a lump in my throat, like I've swallowed something sharp."
2161,drug reaction,"I've been taking this new medication for a few weeks now, and I've noticed a strange rash developing on my arms and torso. It has persisted and even spread to my legs. Additionally, I've been experiencing intermittent bouts of dizziness and nausea."
2162,peptic ulcer disease,"I've been experiencing gnawing, burning pain in my upper abdomen, usually after eating or at night, which wakes me up and is temporarily relieved by antacids or milk, but lately, it's been getting worse and more frequent, especially after I eat spicy or fatty foods. Over the past few months, I've also noticed that I'm getting full quickly, feeling nauseous, and sometimes vomiting after meals, which has led to a significant loss of appetite and weight."
2163,diabetes,"I've been noticing my thirst has increased significantly over the past few months, especially after meals, to the point where I find myself drinking a full glass of water every hour. Some days I've also been getting these random, excruciating hunger pangs that seem to come out of nowhere, and recently I've woken up in the middle of the night feeling like I need to use the bathroom, even though I had a small snack before bed."
2164,Psoriasis,"Doc, over the past few weeks, I've been experiencing these annoying, itchy patches on my elbows and knees that just won't go away - they're red, scaly, and sometimes crack and bleed, making it hard for me to wear shorts or short sleeves without feeling self-conscious. Lately, I've also noticed that my scalp has been flaking like crazy, and even my fingers and toes have been swelling up and getting all stiff, making everyday activities like typing or holding a pen a real challenge."
2165,Varicose Veins,"Doc, I've been experiencing really poor circulation in my legs for about 4 months now, and it's been getting progressively worse over time. Lately, over the past week or so, I've noticed these ugly, bulging purple veins on the back of my calves, which seem to be throbbing with a dull, achy sensation whenever I stand for more than 10-15 minutes, and I've also been experiencing redness, swelling, and itching on the affected areas."
2166,Typhoid,"Doc, I've been experiencing persistent abdominal pain and diarrhea for the past two weeks, but it's been getting worse over the last 3 days, with bouts of high fever that leave me drenched in sweat; I've also lost my appetite and noticed blood in my stool occasionally, which is really scaring me, especially since I've been feeling extremely weak and fatigued ever since I returned from a trip to a rural area a month ago."
2167,Chicken pox,"For the past week, I've been feeling really tired and rundown, with a constant low-grade fever that comes and goes, and just yesterday I started breaking out in itchy, red spots on my torso that have been driving me crazy - they're spreading fast and I'm worried it's getting worse by the hour. I've also had a nagging cough for weeks, which seemed like no big deal at first, but now I'm wondering if it's all connected."
2168,Impetigo,"Doctor, over the past two weeks I've been experiencing an intensely itchy, spreading rash on my left cheek and forehead that has worsened at night, starting with tiny blisters that would crust and weep clear fluid. Yesterday, a couple of sores erupted around my nostril area which today became increasingly inflamed, to the point I have swollen pink ridges in an unmistakable pustule I hope its curable!!"
2169,Dengue,"I've been feeling exhausted and feverish for the past week, especially after exercising or even just getting out of bed, and I've also had this annoying, relentless pain in my joints - my elbows, knees, and ankles - that seems to get worse at night; I've also noticed that my skin has become increasingly itchy and painful to the touch, especially around my wrists and ankles, and I've shed a lot of weight over the past few weeks without changing my diet or exercise routine."
2170,Fungal infection,"My limbs feel like lead, heavy and stiff, dragging me down even the simplest tasks feel like an insurmountable mountain. A persistent tingling sensation radiates from my skin, underlaying every movement with a numbness that seeps into my bones."
2171,Common Cold,"I've been feeling absolutely exhausted and run down for weeks now, with a constant slight tickle in the back of my throat that's only recently turned into a mild, dry cough - and to make matters worse, I've been noticing a persistent, nagging feeling of congestion in my sinuses for the past fortnight, which I initially thought was just a side effect of the recent stress at work. Over the past few days, I've also developed a mild soreness in my upper neck and along my jawline, which I'm convinced is related to a recent change in the water quality at my gym."
2172,Pneumonia,"I've been feeling increasingly fatigued for the past week, struggling to complete my daily tasks. Additionally, I've noticed a persistent dry cough that has gradually worsened over the past month, occasionally accompanied by sharp chest pains when I breathe deeply or cough."
2173,Dimorphic Hemorrhoids,"For the past few weeks, I've been experiencing intermittent sharp pains and a feeling of fullness in my rectal area, which gets worse after bowel movements, and sometimes I see streaks of bright red blood on the toilet paper or in the stool itself. Lately, I've also noticed that the pain has become more constant, and I can feel a soft, tender lump near my anus, which is making it uncomfortable to sit or walk for long periods."
2174,Arthritis,"I've been experiencing a dull, aching pain in my right knee for the past few months, especially after waking up in the morning or after sitting for long periods. Lately, my fingers have started to feel stiff and swollen, making it difficult to grip objects or even typing on my keyboard has become a painful chore, especially if I've been sitting still for too long."
2175,Acne,"I've had these annoying red bumps on my forehead and cheeks for weeks now, some of which have turned into painful, pus-filled pimples that just won't go away, while others have left dark spots that take forever to fade. Lately, I've been waking up every morning with a new breakout, feeling like my skin is constantly fighting a losing battle, and I'm so frustrated that nothing I've tried seems to be working."
2176,Bronchial Asthma,"I've been noticing that my morning cough has been getting progressively worse over the past few weeks, and I've been waking up multiple times at night with shortness of breath that sounds like I'm wheezing, even though I've been trying to avoid triggers like pollen and tobacco smoke by staying indoors most of the time."
2177,Hypertension,"Doctor, I've been having these terrible headaches lately, especially in the morning, and they just won't quit. I also feel like my vision is getting blurry sometimes, and I'm getting short of breath even when I walk up a flight of stairs."
2178,Migraine,"Doc, I've been having these debilitating episodes for months now, where I experience severe, throbbing pain on one side of my head, often accompanied by sensitivity to light and nausea that makes me want to crawl under a rock, it's been really impacting my daily life and work as I have to miss meetings and tasks due to the constant dizziness and fatigue. Recently, I've also noticed strange visual disturbances, like zigzag lines and aura-like sensations, which seem to come and go, but leave me feeling utterly drained and vulnerable."
2179,Cervical spondylosis,"Doc, for the past few weeks, I've been experiencing this nagging stiffness in my neck, especially in the morning, and it's been exacerbated by a sharp pain that shoots down my left arm whenever I try to lift my granddaughter, which is getting worse over time, like last week I was carrying her for just a few minutes and I had to stop because my arm went numb; and just yesterday, I woke up with a weird tingling sensation in my fingers that lasted for a few hours, it was really scary."
2180,Jaundice,"Doctor, I've noticed my skin and the whites of my eyes have been looking yellow for a few weeks now, it's gotten progressively worse. I've also been feeling unusually tired and my urine seems darker than usual lately."
2181,Malaria,"I've been feeling exhausted for weeks, with these recurring cycles of extreme fatigue followed by high fevers that leave me drenched in sweat, and lately, I've been getting these debilitating headaches and chills that seem to come out of nowhere; just yesterday, I started noticing this strange yellow tinge to my eyes and skin, which has me really spooked."
2182,urinary tract infection,"Doc, I've been experiencing this constant, nagging burning sensation while urinating for the past two weeks, and it's gotten to the point where I'm wincing in pain every time I go to the bathroom; it's like a sharp knife stabbing me. The frequency has also increased, I've been waking up multiple times at night to use the restroom, and sometimes I feel like I'm not completely emptying my bladder, like there's still something left in there, especially after I had that intense pelvic pain episode last night."
2183,allergy,"For the past few weeks, I've been experiencing increasingly itchy and scratchy throat after eating certain foods, and just yesterday, I had an intense, racing heartbeat after accidentally ingesting a small amount of baked goods containing pecans - I've always eaten baker's delights without issue, so this reaction has left me shaken and concerned."
2184,gastroesophageal reflux disease,"Doc, I've been experiencing this burning sensation in my chest and throat, especially at night, for the past few weeks - it's like a slow-moving fire that just won't go away, and it gets worse when I lie down or bend over; and lately, I've also been noticing that I get this sour taste in my mouth, like regurgitated food, after meals, and sometimes I even have difficulty swallowing, it's like my food is getting stuck in my throat, and it's been happening on and off for the past couple of months, especially after I had that heavy meal last Sunday."
2185,drug reaction,"I've been taking this medication for a few weeks now, but over the past few days, I've started to experience strange numbness and tingling sensations in my fingers and toes, along with sudden, intense sweats and heart palpitations. It's like my body is reacting to something, but I'm not sure what, and I'm getting increasingly anxious and worried that it's more than just a side effect."
2186,peptic ulcer disease,"I've been noticing increasingly severe stomach burning and discomfort for the past few weeks, especially after meals or when I lie down. Today, I woke up to excruciating abdominal pain that radiates to my back, accompanied by bloating, nausea, and a dark coffee-ground appearance to my stools - it's like nothing I've experienced before, and I'm worried that it might be more than just a stomach bug or stress-related issue."
2187,diabetes,"I've been feeling so thirsty all the time, even after drinking tons of water. I've also noticed I'm losing weight even though I haven't changed my diet or exercise routine."
2188,Psoriasis,"Doctor, for the past 6-8 weeks I've been experiencing a stubborn patch of itchy, red scaly skin on my left elbow that gets especially bad after a long, stressful day. Recently, about a month ago, it's also spread to a tiny flaky area near my eyebrow and nose, and I've noticed that the scales tend to fall off in white flakes, especially after showering, and sometimes reappear in the same spot without fully peeling apart."
